DSilHand_M10SilverHunt,"It is the first quest for the mod Down of the Silver Hand. The player to start it must talk with three different people: a spy on The Drunk Huntsman on Whiterun, the Gallow’s Rock’s guard, or the Driftshade Refuge’s guar. In any case, the Gallows Rock’s guard will give a quest to kill a Frost Troll, and bring its Skull. After that, you will be allowed to talk to the Silver Hand leader: Krev the Skinner, and ask permission to join. Note: if you join the Companions before completing this quest, it will fail, and the Silver Hands will become hostile to you."
DSilHand_M10_DrunkenHuntsman,"Here the Dragonborn will meet the Silver Hand spy on Whiterun, and he will send you to Gallows Rock to start the quest."
DSilHand_M10DH_Topic01,""
DSilHand_M10DH_Topic02,""
DSilHand_M10_GallowsGreetings,"This dialog tree is enabled if you go to Gallows Rock before joining the Silver Hand. The Gallows Rock Guard will force greet you. Then, you may request to join the faction."
DSilHand_M10GG_Topic13,""
DSilHand_M10GG_Topic12,""
DSilHand_M10GG_Topic11,""
DSilHand_M10GG_Topic10,""
DSilHand_M10GG_Topic09,""
DSilHand_M10GG_Topic08,""
DSilHand_M10GG_Topic06,""
DSilHand_M10GG_Topic05,""
DSilHand_M10GG_Topic04,""
DSilHand_M10GG_Topic03,""
DSilHand_M10GG_Topic02,""
DSilHand_M10GG_Topic01,""
DSIlHand_M10_GallowsAfterTroll,"After you kill the Frost Troll on the Cold Rock Pass, you must talk with the Gallows Rock's Guard again."
DSIlHand_M10GAT_Topic01,""
DSilHand_M10_GallowsMeetKrev,"This dialog is enabled to deliver tre Frost Troll skull to Krev, as proof of your hunt. After that, you can join the Silver Hand."
DSilHand_M10GMK_Topic05,""
DSilHand_M10GMK_Topic04,""
DSilHand_M10GMK_Topic03,""
DSilHand_M10GMK_Topic02,""
DSilHand_M10GMK_Topic01,""
DSilHand_M10_Driftshade,"This dialog tree is enabled if you go to Driftshade Refuge before joining the Silver Hand. If you ask to join, the guard will ask for you to go to Gallows Rock."
DSilHand_M10Ds_Topic04,""
DSilHand_M10Ds_Topic03,""
DSilHand_M10Ds_Topic02,""
DSilHand_M10Ds_Topic01,""
DSilHand_M80AssaultJor,"todo"
DSilHand_M80_FjolBeforeDiscourse,"todo"
DSilHand_M80FB_Topic01,""
DSilHand_M80_FragmentSearch,"todo"
DSilHand_M80FS_Topic02,""
DSilHand_M80FS_Topic01,""
DSilHand_M80_FragmentFound,"todo"
DSilHand_M80FF_Topic01,""
DSilHand_M80_SceneArmistice2,"todo"
DSilHand_M80_SceneAssault,"todo"
DSilHand_M80_SceneFjolCallToSkyforge,"todo"
DSilHand_M80_SceneArmisticeCall,"todo"
DSilHand_M80_SceneWuuthradReassemble,"todo"
(none),"--"
DSilHand_M20AngarvundesTreasure,"This is the mod's second quest. It will be enabled once the player finishes the first quest siding the Silver Hand's faction. The player must ask Krev The Skinner for a job. He will talk about Ysgramor and the pieces of Wuuthrad and send you on an adventure together with Hillara. You can talk to her downstairs. She will accompany you in the exploration of Angarvunde, an ancient Nord Tomb on The Rift. The fragment will be located in its main chamber, closer to a Word Wall, inside a boss chest. Once you find the fragment, you will have to bring it back to Krev."
DSilHand_M20_Branch01_KrevStart,"Here, Krev will Talk to you about Wuuthrad, and send the player in a aventure to explore the Nordic Ruin Angarvunde, together with Hillara."
DSilHand_M20KS_Topic02,""
DSilHand_M20KS_Topic01,""
DSilHand_M20_Branch02_HillaraMeet,"The player must call Hillara to accompany you in the Angarvunde's exploration."
DSilHand_M20HM_Topic02,""
DSilHand_M20HM_Topic01,""
DSilHand_M20_Branch02_KrevFrag,"Krev you give you congradulations for completing the mission. He will suggest you to meet Fjol. A new quest will start at this momment."
DSilHand_M20KF_Topic01,""
DSilHand_M20_Branch02_HillaraCongrads,"Hillara will congratulate you for you if you engage her in a conversation after you find the fragment."
DSilHand_M20HC_Topic01,""
DSilHand_M30ScholarFragment,"This quest is given to the player by Krev The Skinner after he completes the second quest. He will ask you to meet Fjol at Driftshade Refugee. Fjol will send you to Winterhold and talk to Nelacar. Nelacar will give you a letter with the results of his investigations, telling the mages of are studying a fragment of Wuuthrad. The player's mission will be to enter the college and retrieve it. Once the player retrieves the fragment, you will be able to deliver it to Fjol and complete the quest."
DSilHand_M30_FjolFragLetter_Branch,"The player gives to Fjol the fragment he found in the College of Winterhold, and deliver Nelacar's Letter."
DSilHand_M30_FFLTopic03,""
DSilHand_M30_FFLTopic02,""
DSilHand_M30_FFLTopic01,""
DSilHand_M30_FjolMeet_Branch,"The player talks to Fjol for the first time. Fjol will give to you the next steps for the quest. Fjol send you to retrieve information from Nelacar who is located in the inn near the College. He gives to you a password, so you will be able to retrive the information without taking attention."
DSilHand_M30_FMTopic06,""
DSilHand_M30_FMTopic05,""
DSilHand_M30_FMTopic04,""
DSilHand_M30_FMTopic03,""
DSilHand_M30_FMTopic02,""
DSilHand_M30_FMTopic01,""
DSilHand_M30_WinterInformant_Branch,"The player talks to Nelacar the password, and Nelacar gives to you a letter."
DSilHand_M30_WITopic01,""
DSilHand_M40CompConspiracy,"In this quest, the player will explore Dustman's Cairn and find a fragment of Wulthrad Axe. It is going to be will be the first encounter with the Companions in the questline. The quest is given by Fjol just after you bring him Nelacar's letter. The letter says a fragment could be hidden deep into the Dustman's Cairn ruins. Therefore Fjol advises you to meet him there for the excavations. Once you leave Driftshade Refugee, you will be able to find Fjol at the entrance of the ruins. After talking with him, he will start to follow you. The boulders blocking the passage inside the ruins are removed at this point, and you will be able to explore the dungeon. Once you arrive in the first chamber, Farkas and his Shield brother will appear and attack you. Once you defeat them both, you will be able to continue the exploration. You will be able to meet many silver hands inside the ruins. Some will follow you to the main chamber, and some will stand guard. In the Dungeon Main Chamber, you will be able to find the Axe fragment on the Altar. You will have to defeat the boss and talk with Fjol once more. You will deliver the Fragment to Fjol. He you send you to talk with Krev. Talking with him, the quest will be completed."
DSilHand_M40_CallFollower1,"The player may call some Silver Hands to follow you. This one will stand guard."
DSilHand_M40CF1_Topic01,""
DSilHand_M40_Start1,"Here the player will meet Fjol outside Dustman's Cairn.  After you talk to him, he will start to follow you."
DSilHand_M40ST_Topic01,""
DSilHand_M40_Krev,"Here the player will deliver the fragment to Krev. Once you finish it, you will complete the quest."
DSilHand_M40KR_Topic03,""
DSilHand_M40_CallFollower2,"The player may call some Silver Hands to follow you. This one will follow you."
DSilHand_M40CF2_Topic01,""
DSilHand_M40_AfterBattle,"After defeating Farkas, Fjol will engage a conversation with you. After that, you both will continue the exploration."
DSilHand_M40AB_Topic02,""
DSilHand_M40AB_Topic01,""
DSilHand_M40_Fagment,"Here the player talk to Krev, and thel that he found a fragment in the College and another in Dustma's Cairn. Once you finish the dialogues, you will complete the quest."
DSilHand_M40FG_Topic02,""
DSilHand_M40FG_Topic01,""
DSilHand_M50WolfAmbush,"The player will be able to start the quest after finishing the previous one. The player will be able to ask Krev for the next mission. He will tell a location where some Companions may be executing a job contract: Bonechill Passage. Arriving there, you will find two companions, Njada and her Shield Brother. They will attack you. After defeating them, you might go back to Gallows Rock. Once you arrive, you will find two Companions fighting the guards outside. The quest will be automatically completed, and the next will start."
DSilHand_M50_StartKrev,"This is the dialog where Krev gives you the quest."
DSilHand_M50SK_Topic01,""
DSilHand_M60Retaliation,"In this quest, the player will have to defeat all the Companions inside Gallows Rock, including Aela and Skjol. Arriving in the main chamber, you will discover that Krev was killed by the Companions. Senaar will talk to you and ask you o go to Driftshade and tell to Fjol what happened. At this point, you may call him to be your follower.  In Diftshade you will be able to tell Fjol what happened. He will tell you things about Krev's past, and make a discourse for all the Silver Hands telling that Krev has perished bravely. After the discourse, he will talk to you in particular and offer the leadership of Gallows Rock fort."
DSilHand_M60_FjolPlans,"In this conversation, Fjol will talk about Krev past."
DSilHand_M60FP_Topic05,""
DSilHand_M60FP_Topic04,""
DSilHand_M60FP_Topic03,""
DSilHand_M60FP_Topic02,""
DSilHand_M60FP_Topic01,""
DSilHand_M60_FjolParticular,"In this conversation Fjol you invite you to be Gallows Rock's Chief. The quest will be completed."
DSilHand_M60FPt_Topic02,""
DSilHand_M60FPt_Topic01,""
DSilHand_M60_Sennar,"This is the conversation with Senaar after the battle. He will ask you to tell Fjol what happened. He may become your follower after that."
DSilHand_M60SE_Topic03,""
DSilHand_M60SE_Topic02,""
DSilHand_M60SE_Topic01,""
DSilHand_M60_GallowsGuard,"You can engage in a conversation with Kylmir Shade-Skinner. He will tell that the Companions have assaulted the fort."
DSilHand_M60GG_Topic02,""
DSilHand_M60GG_Topic01,""
DSilHand_M60_SceneFjolDiscourse,"In this scene, Fjol will tell the Silver Hands that Krev has perished bravely fighting the Companions."
DSilHand_A02LoreDialogs,""
DSilHand_A02_Fjol,""
DSilHand_A02Fj_Topic01,""
DSilHand_A02_Kurdak,""
DSilHand_A02Ku_Topic01,""
DSilHand_A02_Hillara,""
DSilHand_A02Hi_Topic01,""
DSilHand_A02_Senaar,""
DSilHand_A02Se_Topic01,""
DSilHand_A03PlayerHouse,""
DSilHand_A03_AskDecoration,""
DSilHand_A03AD_Topic08,""
DSilHand_A03AD_Topic07,""
DSilHand_A03AD_Topic06,""
DSilHand_A03AD_Topic05,""
DSilHand_A03AD_Topic04,""
DSilHand_A03AD_Topic03,""
DSilHand_A03AD_Topic02,""
DSilHand_A03AD_Topic01,""
DSilHand_iM90Trigger,""
DSilHand_iM90_AfterForging,""
