DSilHand_M10SilverHunt,"It is the first quest of the mod Down of the Silver Hand. The player to start it must talk with one of three people: a spy on The Drunk Huntsman on Whiterun, the Driftshade Refuge's guard or the Gallow's Rock's guard directly. In any case, the Gallow's Rock Guard will give the next objective to the player: kill a Frost Troll, and bring its Skull. After that, the player will be allowed to talk to the Silver Hand leader -  Krev the Skinner , and ask him permission to join. Note: if the player joins the Companions before completing this quest, it will fail, and the Silver Hands will become hostile. After joining the Silver Hand, the Companions will become hostile too, so the player must take care while walking into Whiterun."
DSilHand_M10_DrunkenHuntsman,"Here the Dragonborn will meet the Silver Hand spy on Whiterun. He will sent the player to Gallows Rock after the conversation."
DSilHand_M10DH_Topic01,""
DSilHand_M10DH_Topic02,""
DSilHand_M10_GallowsGreetings,"This dialog tree is enabled if you go to Gallows Rock before joining the Silver Hand. The Gallows Rock Guard will force greet you. Then, you may request to join the faction."
DSilHand_M10GG_Topic13,""
DSilHand_M10GG_Topic12,""
DSilHand_M10GG_Topic11,""
DSilHand_M10GG_Topic10,""
DSilHand_M10GG_Topic09,""
DSilHand_M10GG_Topic08,""
DSilHand_M10GG_Topic06,""
DSilHand_M10GG_Topic05,""
DSilHand_M10GG_Topic04,""
DSilHand_M10GG_Topic03,""
DSilHand_M10GG_Topic02,""
DSilHand_M10GG_Topic01,""
DSIlHand_M10_GallowsAfterTroll,"After the player kills the Frost Troll in the Cold Rock Pass, he must talk to the Gallows Rock's Guard again."
DSIlHand_M10GAT_Topic01,""
DSilHand_M10_GallowsMeetKrev,"This dialog is enabled to deliver the Frost Troll skull to Krev. After that, the player can join the Silver Hand."
DSilHand_M10GMK_Topic05,""
DSilHand_M10GMK_Topic04,""
DSilHand_M10GMK_Topic03,""
DSilHand_M10GMK_Topic02,""
DSilHand_M10GMK_Topic01,""
DSilHand_M10_Driftshade,"This dialog tree is enabled if the player goes to Driftshade Refuge before joining the Silver Hand. If he asks to join, the guard will request to go to Gallows Rock, and ask there."
DSilHand_M10Ds_Topic04,""
DSilHand_M10Ds_Topic03,""
DSilHand_M10Ds_Topic02,""
DSilHand_M10Ds_Topic01,""
DSilHand_M20AngarvundesTreasure,"This quest will be enabled once the player finishes the first quest siding with the Silver Hand's faction. The player must ask Krev The Skinner for a job. He will talk about Ysgramor and the pieces of Wuuthrad and send you on an adventure together with Hillara. The player can talk to her downstairs. She will accompany you in the exploration of Angarvunde, an ancient Nord Tomb on The Rift. The fragment will be located in its main chamber, closer to a Word Wall, inside a boss chest. Once the player finds the fragment, he should bring it back to Krev."
DSilHand_M20_Branch01_KrevStart,"Here, Krev will Talk to you about Wuuthrad, and send the player on an adventure to explore the Nordic Ruin Angarvunde, together with Hillara."
DSilHand_M20KS_Topic02,""
DSilHand_M20KS_Topic01,""
DSilHand_M20_Branch02_HillaraMeet,"The player must call Hillara to accompany you in the Angarvunde's exploration."
DSilHand_M20HM_Topic02,""
DSilHand_M20HM_Topic01,""
DSilHand_M20_Branch02_KrevFrag,"Krev you give the player congratulations for completing the mission. He will suggest meeting Fjol. A new quest will start at this moment."
DSilHand_M20KF_Topic01,""
DSilHand_M20_Branch02_HillaraCongrads,"Hillara will congratulate the player if he/she engages in a  conversation after finding the fragment."
DSilHand_M20HC_Topic01,""
DSilHand_M30ScholarFragment,"This quest is given to the player by Krev The Skinner after he completes the second quest. He will ask the Dragonborn to meet Fjol at Driftshade Refugee. Fjol will send the player Winterhold and talk to Nelacar. Nelacar will give Dragonborn a letter with the results of his investigations, telling him that the mages are studying a fragment of Wuuthrad. The player's mission will be to enter the college and retrieve the fragment. Once the player retrieves it, he will be able to deliver it to Fjol, and the quest will be completed."
DSilHand_M30_FjolFragLetter_Branch,"The player gives Fjol Wuuthrad's fragment and Nelacar's Letter."
DSilHand_M30_FFLTopic03,""
DSilHand_M30_FFLTopic02,""
DSilHand_M30_FFLTopic01,""
DSilHand_M30_FjolMeet_Branch,"The player talks to Fjol for the first time. Fjol sends him to retrieve information from Nelacar who is located in the inn near the College of Winterhold. He gives the player a password, so he will be able to retrive the information without taking attention."
DSilHand_M30_FMTopic06,""
DSilHand_M30_FMTopic05,""
DSilHand_M30_FMTopic04,""
DSilHand_M30_FMTopic03,""
DSilHand_M30_FMTopic02,""
DSilHand_M30_FMTopic01,""
DSilHand_M30_WinterInformant_Branch,"The player talks to Nelacar about the pass phrase, and Nelacar gives him a letter."
DSilHand_M30_WITopic01,""
DSilHand_M40CompConspiracy,"In this quest, the player will explore Dustman's Cairn and find a fragment of the Wulthrad Axe. This is going to be will be the first encounter with the Companions in the questline. The quest is given by Fjol just after you bring him Nelacar's letter. The letter says a fragment could be hidden deep into the Dustman's Cairn ruins. Therefore, Fjol advises you to meet him there for the excavations. Once the player leaves Driftshade Refugee, he will be able to find Fjol at the entrance of the ruins. After talking with him, he will start to follow you. The boulders blocking the passage inside the ruins are removed at this point, and the player will be able to explore the dungeon. Once he/she arrives in the first chamber, Farkas and his Shield brother will appear and attack you. Once the player defeats them, he/she will be able to continue the exploration. The player will be able to meet many silver hands inside the ruins. Some will follow you to the main chamber, and some will stand guard. In the main chamber, the player will be able to find the Axe fragment on the Altar. After defeating the boss, the player will talk with Fjol once more, and deliver the fragment to him. He will send you the player to talk with Krev. Talking with him, the quest will be completed."
DSilHand_M40_CallFollower1,"The player may call some Silver Hands to follow you. This one will stand guard."
DSilHand_M40CF1_Topic01,""
DSilHand_M40_Start1,"Here the player will meet Fjol outside Dustman's Cairn. Then, he will follow the player."
DSilHand_M40ST_Topic01,""
DSilHand_M40_Krev,"Here the player will tell Krev he found two fragments and delivered them to Fjol. Once you finish it, you will complete the quest."
DSilHand_M40KR_Topic03,""
DSilHand_M40_CallFollower2,"The player may call some Silver Hands to follow you. This one will follow the player."
DSilHand_M40CF2_Topic01,""
DSilHand_M40_AfterBattle,"After defeating Farkas, Fjol will engage in a conversation with the player. After that, the player will be able to continue the exploration."
DSilHand_M40AB_Topic02,""
DSilHand_M40AB_Topic01,""
DSilHand_M40_Fagment,"Here the player talks to Krev and tells him that he found a fragment in the College and another in Dustman's Cairn. Once the dialog is finished, the quest will be completed."
DSilHand_M40FG_Topic02,""
DSilHand_M40FG_Topic01,""
DSilHand_M50WolfAmbush,"After finishing the previous quest,  the player can ask Krev for the next mission. He will tell a location where some Companions may be executing a job contract: Bonechill Passage. Arriving there, the player will find two companions, Njada and her Shield Brother. They will attack the player. After defeating them, the player should go back to Gallows Rock. Once arriving, he/she will find two Companions fighting the guards outside. The quest will be automatically completed, and the next will start immediately."
